购车APP,吉利车型,低配价格,高配价格,吉利价格段,竞品品牌,集团,其它车型,其它车型低配价格,其它车型高配价格,其它车型价格段,差价,是否顺差,价格段是否相同
懂车帝,星越L,13.72,18.52,10-15,长安汽车,长安,长安UNI-K,14.59,18.49,10-15,-0.87,0,1
懂车帝,帝豪,6.28,12.98,5-10,长安汽车,长安,逸动,7.29,10.39,5-10,-1.01,0,1
懂车帝,帝豪,6.28,12.98,5-10,上汽集团,上汽,荣威i5,6.79,9.99,5-10,-0.51,0,1
懂车帝,帝豪,6.28,12.98,5-10,上汽通用雪佛兰,上汽,科沃兹,8.39,9.99,5-10,-2.11,0,1
懂车帝,博越,9.18,14.28,5-10,长城汽车,长城,哈弗H6,9.89,15.7,5-10,-0.71,0,1
懂车帝,博越,9.18,14.28,5-10,长安汽车,长安,长安CS75 PLUS,11.79,15.49,10-15,-2.61,0,0
懂车帝,博越,9.18,14.28,5-10,上汽集团,上汽,荣威RX5,9.33,13.98,5-10,-0.15,0,1
懂车帝,博越,9.18,14.28,5-10,广汽乘用车,广汽,传祺GS4,8.98,13.18,5-10,0.2,0,1
懂车帝,星瑞,11.37,15.27,10-15,东风本田,东风,思域,11.99,16.99,10-15,-0.62,0,1
懂车帝,星瑞,11.37,15.27,10-15,丰田,丰田,卡罗拉,10.98,15.98,10-15,0.39,0,1
懂车帝,缤越,7.58,11.98,5-10,长安汽车,长安,长安CS35 PLUS,6.99,10.99,5-10,0.59,0,1
懂车帝,缤越,7.58,11.98,5-10,广汽乘用车,广汽,传祺GS3,7.88,10.28,5-10,-0.3,0,1
懂车帝,缤越,7.58,11.98,5-10,上汽集团,上汽,名爵ZS,8.58,9.98,5-10,-1,0,1
懂车帝,缤瑞,7.98,10.98,5-10,长安汽车,长安,逸动,7.29,10.39,5-10,0.69,0,1
懂车帝,缤瑞,7.98,10.98,5-10,上汽集团,上汽,荣威i5,6.79,9.99,5-10,1.19,1,1
懂车帝,缤瑞,7.98,10.98,5-10,奇瑞汽车,奇瑞,艾瑞泽GX,8.59,12.98,5-10,-0.61,0,1
懂车帝,缤瑞,7.98,10.98,5-10,上汽通用雪佛兰,上汽,科沃兹,8.39,9.99,5-10,-0.41,0,1
懂车帝,豪越,10.36,14.26,10-15,长安汽车,长安,长安CS75 PLUS,11.79,15.49,10-15,-1.43,0,1
懂车帝,豪越,10.36,14.26,10-15,长安汽车,长安,长安UNI-T,11.59,14.99,10-15,-1.23,0,1
懂车帝,豪越,10.36,14.26,10-15,长城汽车,长城,哈弗大狗,11.99,16.79,10-15,-1.63,0,1
懂车帝,远景X3,4.99,6.89,1-5,上汽通用,上汽,宝骏510,5.38,8.08,5-10,-0.39,0,0
懂车帝,远景X3,4.99,6.89,1-5,奇瑞汽车,奇瑞,瑞虎3x,4.99,6.99,1-5,0,0,1
懂车帝,远景X3,4.99,6.89,1-5,长安汽车,长安,长安CS15,6.19,7.69,5-10,-1.2,0,0
懂车帝,远景X3,4.99,6.89,1-5,东风,东风,东风EV新能源EX1,4.57,5.97,1-5,0.42,0,1
懂车帝,远景X6,7.59,8.99,5-10,长城汽车,长城,哈弗M6,7.19,9.29,5-10,0.4,0,1
懂车帝,远景X6,7.59,8.99,5-10,长安汽车,长安,长安CS35 PLUS,6.99,10.99,5-10,0.6,0,1
懂车帝,远景X6,7.59,8.99,5-10,奇瑞汽车,奇瑞,瑞虎5x,6.99,10.19,5-10,0.6,0,1
懂车帝,远景X6,7.59,8.99,5-10,上汽通用,上汽,宝骏530,7.08,9.98,5-10,0.51,0,1
懂车帝,吉利ICON,9.98,13.2,5-10,长城汽车,长城,哈弗H6,9.89,15.7,5-10,0.09,0,1
懂车帝,吉利ICON,9.98,13.2,5-10,长安汽车,长安,长安CS75 PLUS,11.79,15.49,10-15,-1.81,0,0
懂车帝,吉利ICON,9.98,13.2,5-10,长安汽车,长安,长安UNI-T,11.59,14.99,10-15,-1.61,0,0
懂车帝,吉利ICON,9.98,13.2,5-10,长安汽车,长安,长安CS55 PLUS,9.29,12.19,5-10,0.69,0,1
懂车帝,星越,12.78,18.78,10-15,马自达 ,马自,马自达CX-4,14.88,21.58,10-15,-2.1,0,1
懂车帝,星越,12.78,18.78,10-15,长城汽车,长城,哈弗F7x,11.99,15.49,10-15,0.79,0,1
懂车帝,帝豪S,8.49,10.89,5-10,上汽通用,上汽,宝骏530,7.08,9.98,5-10,1.41,1,1
懂车帝,帝豪S,8.49,10.89,5-10,奇瑞汽车,奇瑞,瑞虎7,8.39,11.89,5-10,0.1,0,1
懂车帝,帝豪S,8.49,10.89,5-10,上汽通用,上汽,宝骏RS-3,6.38,9.88,5-10,2.11,1,1
懂车帝,帝豪S,8.49,10.89,5-10,长城汽车,长城,哈弗初恋,7.89,11.29,5-10,0.6,0,1
懂车帝,帝豪L 雷神Hi·X,12.98,14.58,10-15,比亚迪,比亚,秦PLUS DM-i,11.18,16.58,10-15,1.8,1,1
懂车帝,帝豪L,9.39,10.99,5-10,广汽乘用车,广汽,影豹,9.83,13.68,5-10,-0.44,0,1
懂车帝,帝豪L,9.39,10.99,5-10,东风乘用车,东风,奕炫MAX,9.39,13.79,5-10,0,0,1
懂车帝,帝豪L,9.39,10.99,5-10,长安汽车,长安,锐程CC,9.79,11.29,5-10,-0.4,0,1
懂车帝,博瑞,13.18,14.38,10-15,一汽红旗,一汽,红旗H5,14.58,19.08,10-15,-1.4,0,1
懂车帝,博瑞,13.18,14.38,10-15,北京现代,北京,名图,13.38,16.88,10-15,-0.2,0,1
懂车帝,博瑞,13.18,14.38,10-15,一汽-大众,一汽,速腾,12.79,17.29,10-15,0.39,0,1
懂车帝,博瑞,13.18,14.38,10-15,丰田,丰田,卡罗拉,10.98,15.98,10-15,2.2,1,1
懂车帝,缤越新能源,11.98,13.58,10-15,东风本田,东风,本田XR-V,12.79,17.59,10-15,-0.81,0,1
懂车帝,缤越新能源,11.98,13.58,10-15,领克,领克,领克06,11.86,13.98,10-15,0.12,0,1
懂车帝,缤越新能源,11.98,13.58,10-15,广汽本田,广汽,缤智,12.78,17.68,10-15,-0.8,0,1
懂车帝,缤越新能源,11.98,13.58,10-15,一汽丰田,一汽,奕泽IZOA,14.58,18.98,10-15,-2.6,0,1
懂车帝,星越S,13.57,17.17,10-15,广汽乘用车,广汽,传祺GS4 Coupe,13.68,14.68,10-15,-0.11,0,1
懂车帝,星越S,13.57,17.17,10-15,长安汽车,长安,长安CS85 COUPE,11.99,16.49,10-15,1.58,1,1
懂车帝,星越S,13.57,17.17,10-15,长城汽车,长城,哈弗神兽,13,16.7,10-15,0.57,0,1
懂车帝,帝豪新能源,13.58,16.18,10-15,上汽集团,上汽,名爵6 PHEV,14.58,19.98,10-15,-1,0,1
懂车帝,帝豪新能源,13.58,16.18,10-15,比亚迪,比亚,秦Pro DM,13.69,20.49,10-15,-0.11,0,1
懂车帝,帝豪新能源,13.58,16.18,10-15,大众,大众,大众ID.3,14.9888,18.2288,10-15,-1.4088,0,1
懂车帝,星越新能源,15.58,19.68,15-20,领克,领克,领克01 PHEV,19.97,22.67,15-20,-4.39,0,1
懂车帝,星越新能源,15.58,19.68,15-20,广汽乘用车,广汽,传祺GS4 PHEV,16.38,19.38,15-20,-0.8,0,1
懂车帝,星越新能源,15.58,19.68,15-20,长城汽车,长城,玛奇朵DHT-PHEV,17.88,18.98,15-20,-2.3,0,1
懂车帝,嘉际新能源,15.18,17.48,15-20,上汽,上汽,上汽大通MAXUS EUNIQ 5,17.68,21.28,15-20,-2.5,0,1
懂车帝,博瑞新能源,15.58,16.98,15-20,威马汽车,威马,威马E.5,16.01,19.01,15-20,-0.43,0,1
汽车之家,星越L,13.72,18.52,10-15,比亚迪,比亚,宋PLUS新能源,10.55,21.6,10-15,3.17,1,1
汽车之家,星越L,13.72,18.52,10-15,东风本田,东风,本田CR-V,15.78,28.1,15-20,-2.06,0,0
汽车之家,帝豪,6.28,12.98,5-10,东风日产,东风,轩逸,8,17.8,5-10,-1.72,0,1
汽车之家,帝豪,6.28,12.98,5-10,奇瑞汽车,奇瑞,艾瑞泽5 PLUS,6.2,9.9,5-10,0.08,0,1
汽车之家,帝豪,6.28,12.98,5-10,上汽集团,上汽,荣威i5,5.99,9.9,5-10,0.29,0,1
汽车之家,帝豪,6.28,12.98,5-10,一汽,一汽,大众-宝来,7.3,13.9,5-10,-1.02,0,1
汽车之家,博越,9.18,14.28,5-10,长城汽车,长城,哈弗H6,8.4,15.7,5-10,0.78,0,1
汽车之家,博越,9.18,14.28,5-10,长安汽车,长安,长安CS75 PLUS,10.06,15.4,10-15,-0.88,0,0
汽车之家,博越,9.18,14.28,5-10,上汽集团,上汽,荣威RX5,8.48,14.7,5-10,0.7,0,1
汽车之家,星瑞,11.37,15.27,10-15,东风本田,东风,思域,10.9,17,10-15,0.47,0,1
汽车之家,星瑞,11.37,15.27,10-15,领克,领克,领克03,12.38,25.6,10-15,-1.01,0,1
汽车之家,星瑞,11.37,15.27,10-15,长安汽车,长安,长安UNI-V,10.15,13.3,10-15,1.22,1,1
汽车之家,缤越,7.58,11.98,5-10,长安汽车,长安,长安欧尚X5,6.99,11.6,5-10,0.59,0,1
汽车之家,缤越,7.58,11.98,5-10,广汽乘用车,广汽,传祺GS3,8,10.8,5-10,-0.42,0,1
汽车之家,缤越,7.58,11.98,5-10,长安汽车,长安,长安CS55PLUS,8.6,12.1,5-10,-1.02,0,1
汽车之家,缤越,7.58,11.98,5-10,广汽本田,广汽,缤智,9.88,15.9,5-10,-2.3,0,1
汽车之家,缤瑞,7.98,10.98,5-10,东风日产,东风,轩逸,8,17.8,5-10,-0.02,0,1
汽车之家,缤瑞,7.98,10.98,5-10,广汽乘用车,广汽,影豹,10.8,13.8,10-15,-2.82,0,0
汽车之家,缤瑞,7.98,10.98,5-10,长安汽车,长安,长安UNI-V,10.15,13.3,10-15,-2.17,0,0
汽车之家,缤瑞,7.98,10.98,5-10,一汽,一汽,大众-宝来,7.3,13.9,5-10,0.68,0,1
汽车之家,豪越,10.36,14.26,10-15,长安汽车,长安,长安CS75 PLUS,10.06,15.4,10-15,0.3,0,1
汽车之家,远景X3,4.99,6.89,1-5,长安汽车,长安,长安欧尚X5,6.99,11.6,5-10,-2,0,0
汽车之家,远景X3,4.99,6.89,1-5,长安汽车,长安,悦翔,4,6.1,1-5,0.99,0,1
汽车之家,远景X3,4.99,6.89,1-5,几何汽车,几何,EX3 功夫牛,4.67,7.5,1-5,0.32,0,1
汽车之家,远景X6,7.59,8.99,5-10,长城汽车,长城,哈弗M6,6,9.2,5-10,1.59,1,1
汽车之家,远景X6,7.59,8.99,5-10,长安汽车,长安,长安欧尚X5,6.99,11.6,5-10,0.6,0,1
汽车之家,远景X6,7.59,8.99,5-10,长安汽车,长安,长安CS55PLUS,8.6,12.1,5-10,-1.01,0,1
汽车之家,远景X6,7.59,8.99,5-10,上汽通用五菱,上汽,五菱星辰,6.89,11.1,5-10,0.7,0,1
汽车之家,吉利ICON,9.98,13.2,5-10,东风本田,东风,本田XR-V,10.3,16.5,10-15,-0.32,0,0
汽车之家,吉利ICON,9.98,13.2,5-10,广汽本田,广汽,缤智,9.88,15.9,5-10,0.1,0,1
汽车之家,星越,12.78,18.78,10-15,比亚迪,比亚,宋PLUS新能源,10.55,21.6,10-15,2.23,1,1
汽车之家,星越,12.78,18.78,10-15,长安汽车,长安,长安CS75 PLUS,10.06,15.4,10-15,2.72,1,1
汽车之家,帝豪S,8.49,10.89,5-10,比亚迪,比亚,宋PLUS新能源,10.55,21.6,10-15,-2.06,0,0
汽车之家,帝豪S,8.49,10.89,5-10,长安汽车,长安,长安欧尚Z6,9.99,12.9,5-10,-1.5,0,1
汽车之家,帝豪L 雷神Hi·X,12.98,14.58,10-15,一汽,一汽,大众-速腾,11.6,17.2,10-15,1.38,1,1
汽车之家,帝豪L,9.39,10.99,5-10,东风日产,东风,轩逸,8,17.8,5-10,1.39,1,1
汽车之家,帝豪L,9.39,10.99,5-10,奇瑞汽车,奇瑞,艾瑞泽5 PLUS,6.2,9.9,5-10,3.19,1,1
汽车之家,帝豪L,9.39,10.99,5-10,长安汽车,长安,长安UNI-V,10.15,13.3,10-15,-0.76,0,0
汽车之家,帝豪L,9.39,10.99,5-10,一汽,一汽,大众-宝来,7.3,13.9,5-10,2.09,1,1
汽车之家,嘉际,11.98,14.28,10-15,上汽通用别克,上汽,别克GL6,10.99,16.9,10-15,0.99,0,1
汽车之家,嘉际,11.98,14.28,10-15,比亚迪,比亚,宋MAX新能源,14.58,17.2,10-15,-2.6,0,1
汽车之家,嘉际,11.98,14.28,10-15,广汽乘用车,广汽,传祺M6,10.18,15.9,10-15,1.8,1,1
汽车之家,博瑞,13.18,14.38,10-15,长安福特,长安,蒙迪欧,15.28,21.9,15-20,-2.1,0,0
汽车之家,博瑞,13.18,14.38,10-15,长安汽车,长安,长安UNI-V,10.15,13.3,10-15,3.03,1,1
汽车之家,博瑞,13.18,14.38,10-15,一汽红旗,一汽,红旗H5,11.8,19,10-15,1.38,1,1
汽车之家,缤越新能源,11.98,13.58,10-15,东风本田,东风,本田XR-V,10.3,16.5,10-15,1.68,1,1
汽车之家,星越S,13.57,17.17,10-15,长安汽车,长安,长安CS75 PLUS,10.06,15.4,10-15,3.51,1,1
汽车之家,星越S,13.57,17.17,10-15,东风本田,东风,本田CR-V,15.78,28.1,15-20,-2.21,0,0
汽车之家,帝豪新能源,13.58,16.18,10-15,一汽,一汽,大众-速腾,11.6,17.2,10-15,1.98,1,1
汽车之家,星越新能源,15.58,19.68,15-20,长城汽车,长城,坦克300,17.58,30.3,15-20,-2,0,1
汽车之家,星越新能源,15.58,19.68,15-20,东风本田,东风,本田CR-V,15.78,28.1,15-20,-0.2,0,1
汽车之家,博瑞新能源,15.58,16.98,15-20,长安林肯,长安,林肯Z,19.98,39.9,15-20,-4.4,0,1
汽车之家,博瑞新能源,15.58,16.98,15-20,长安福特,长安,蒙迪欧,15.28,21.9,15-20,0.3,0,1
汽车之家,博瑞新能源,15.58,16.98,15-20,广汽本田,广汽,雅阁,16.88,25.3,15-20,-1.3,0,1
汽车之家,博瑞新能源,15.58,16.98,15-20,北京奔驰,北京,奔驰C级,27,38,20以上,-11.42,0,0
易车,缤越,7.58,11.9,5-10,长安欧尚,长安,长安欧尚Z6,9.99,12.9,5-10,-2.41,0,1
易车,缤越,7.58,11.9,5-10,荣威,荣威,荣威RX5,9.33,13.5,5-10,-1.75,0,1
易车,缤越,7.58,11.9,5-10,长安欧尚,长安,长安欧尚X5,6.99,10.9,5-10,0.59,0,1
易车,缤越,7.58,11.9,5-10,广汽传祺,广汽,传祺GS4,8.98,13.1,5-10,-1.4,0,1
易车,缤越,7.58,11.9,5-10,五菱汽车,五菱,五菱星辰,6.98,9.9,5-10,0.6,0,1
易车,远景X3,4.99,6.8,1-5,奇瑞,奇瑞,瑞虎3x,4.99,6.9,1-5,0,0,1
易车,远景X3,4.99,6.8,1-5,宝骏,宝骏,宝骏510,5.38,7.3,5-10,-0.39,0,0
易车,远景X3,4.99,6.8,1-5,东风EV新能源,东风,纳米BOX,6.57,6.9,5-10,-1.58,0,0
易车,远景X3,4.99,6.8,1-5,五菱汽车,五菱,五菱宏光S3,6.01,7.4,5-10,-1.02,0,0
易车,远景X3,4.99,6.8,1-5,东风EV新能源,东风,东风EV新能源EX1,5.27,5.9,5-10,-0.28,0,0
易车,远景X3,4.99,6.8,1-5,长安,长安,长安CS15,6.19,7.6,5-10,-1.2,0,0
易车,博越,9.18,14.2,5-10,哈弗,哈弗,哈弗H6,9.89,15.7,5-10,-0.71,0,1
易车,博越,9.18,14.2,5-10,长安欧尚,长安,长安欧尚Z6,9.99,12.9,5-10,-0.81,0,1
易车,博越,9.18,14.2,5-10,荣威,荣威,荣威RX5,9.33,13.5,5-10,-0.15,0,1
易车,博越,9.18,14.2,5-10,哈弗,哈弗,哈弗大狗,11.99,16.7,10-15,-2.81,0,0
易车,博越,9.18,14.2,5-10,长安,长安,长安CS75PLUS,11.79,15.4,10-15,-2.61,0,0
易车,帝豪S,8.49,10.8,5-10,长安欧尚,长安,长安欧尚Z6,9.99,12.9,5-10,-1.5,0,1
易车,帝豪S,8.49,10.8,5-10,长安,长安,长安CS55PLUS,9.29,12.1,5-10,-0.8,0,1
易车,帝豪S,8.49,10.8,5-10,雪佛兰,雪佛,创酷,10.99,12.8,10-15,-2.5,0,0
易车,帝豪S,8.49,10.8,5-10,捷达,捷达,捷达VS5,8.68,11.5,5-10,-0.19,0,1
易车,帝豪S,8.49,10.8,5-10,哪吒汽车,哪吒,哪吒V,7.99,12.3,5-10,0.5,0,1
易车,帝豪S,8.49,10.8,5-10,奇瑞,奇瑞,欧萌达,9.29,12.6,5-10,-0.8,0,1
易车,吉利ICON,9.98,13.202,5-10,哈弗,哈弗,哈弗H6,9.89,15.7,5-10,0.09,0,1
易车,吉利ICON,9.98,13.202,5-10,长安欧尚,长安,长安欧尚Z6,9.99,12.9,5-10,-0.01,0,1
易车,吉利ICON,9.98,13.202,5-10,荣威,荣威,荣威RX5,9.33,13.5,5-10,0.65,0,1
易车,吉利ICON,9.98,13.202,5-10,长安,长安,长安CS75PLUS,11.79,15.4,10-15,-1.81,0,0
易车,吉利ICON,9.98,13.202,5-10,现代,现代,现代ix35,12.98,15.5,10-15,-3,0,0
易车,吉利ICON,9.98,13.202,5-10,东风风神,东风,皓极,12.69,13.9,10-15,-2.71,0,0
易车,星越,12.78,18.7,10-15,比亚迪,比亚,宋PLUS新能源,15.28,21.6,15-20,-2.5,0,0
易车,星越,12.78,18.7,10-15,丰田,丰田,卡罗拉锐放,12.98,16.9,10-15,-0.2,0,1
易车,星越,12.78,18.7,10-15,哈弗,哈弗,哈弗大狗,11.99,16.7,10-15,0.79,0,1
易车,星越,12.78,18.7,10-15,长安,长安,长安CS75PLUS,11.79,15.4,10-15,0.99,0,1
易车,星越,12.78,18.7,10-15,本田,本田,本田XR-V,12.79,17.5,10-15,-0.01,0,1
易车,星越L,13.72,18.5,10-15,比亚迪,比亚,宋PLUS新能源,15.28,21.6,15-20,-1.56,0,0
易车,星越L,13.72,18.5,10-15,丰田,丰田,卡罗拉锐放,12.98,16.9,10-15,0.74,0,1
易车,星越L,13.72,18.5,10-15,本田,本田,本田XR-V,12.79,17.5,10-15,0.93,0,1
易车,星越L,13.72,18.5,10-15,丰田,丰田,锋兰达,12.58,16.9,10-15,1.14,1,1
易车,星越L,13.72,18.5,10-15,现代,现代,现代ix35,12.98,15.5,10-15,0.74,0,1
易车,星越L,13.72,18.5,10-15,长安欧尚,长安,长安欧尚Z6 iDD,15.58,17.5,15-20,-1.86,0,0
易车,星越S,13.57,17.1,10-15,丰田,丰田,卡罗拉锐放,12.98,16.9,10-15,0.59,0,1
易车,星越S,13.57,17.1,10-15,本田,本田,本田XR-V,12.79,17.5,10-15,0.78,0,1
易车,星越S,13.57,17.1,10-15,丰田,丰田,锋兰达,12.58,16.9,10-15,0.99,0,1
易车,星越S,13.57,17.1,10-15,现代,现代,现代ix35,12.98,15.5,10-15,0.59,0,1
易车,星越S,13.57,17.1,10-15,长安欧尚,长安,长安欧尚Z6 iDD,15.58,17.5,15-20,-2.01,0,0
易车,远景X6,7.59,8.9,5-10,五菱汽车,五菱,五菱星辰,6.98,9.9,5-10,0.61,0,1
易车,远景X6,7.59,8.9,5-10,哈弗,哈弗,哈弗M6,7.19,9.2,5-10,0.4,0,1
易车,远景X6,7.59,8.9,5-10,奔腾,奔腾,奔腾T55,8.59,10.4,5-10,-1,0,1
易车,远景X6,7.59,8.9,5-10,宝骏,宝骏,宝骏530,7.08,9.9,5-10,0.51,0,1
易车,远景X6,7.59,8.9,5-10,几何汽车,几何,几何E,8.68,10.3,5-10,-1.09,0,1
易车,远景X6,7.59,8.9,5-10,奇瑞,奇瑞,瑞虎5x,6.99,10.1,5-10,0.6,0,1
易车,豪越,10.36,14.2,10-15,丰田,丰田,卡罗拉锐放,12.98,16.9,10-15,-2.62,0,1
易车,豪越,10.36,14.2,10-15,哈弗,哈弗,哈弗大狗,11.99,16.7,10-15,-1.63,0,1
易车,豪越,10.36,14.2,10-15,长安,长安,长安CS75PLUS,11.79,15.4,10-15,-1.43,0,1
易车,缤瑞,7.98,10.9,5-10,长安,长安,逸动,7.29,10.3,5-10,0.69,0,1
易车,缤瑞,7.98,10.9,5-10,大众,大众,桑塔纳,8.79,11.5,5-10,-0.81,0,1
易车,缤瑞,7.98,10.9,5-10,比亚迪,比亚,海豚,10.28,13,10-15,-2.3,0,0
易车,缤瑞,7.98,10.9,5-10,本田,本田,飞度,8.18,10.8,5-10,-0.2,0,1
易车,帝豪,6.28,12.9,5-10,日产,日产,轩逸,9.98,14.4,5-10,-3.7,0,1
易车,帝豪,6.28,12.9,5-10,现代,现代,伊兰特,9.98,14.1,5-10,-3.7,0,1
易车,帝豪,6.28,12.9,5-10,长安,长安,逸动,7.29,10.3,5-10,-1.01,0,1
易车,帝豪L,9.99,10.9,5-10,比亚迪,比亚,海豚,10.28,13,10-15,-0.29,0,0
易车,帝豪L,9.99,10.9,5-10,别克,别克,英朗,11.99,12.5,10-15,-2,0,0
易车,帝豪L,9.99,10.9,5-10,雪佛兰,雪佛,科鲁泽,11.19,12.2,10-15,-1.2,0,0
易车,帝豪L,9.99,10.9,5-10,大众,大众,Polo,9.09,12.4,5-10,0.9,0,1
易车,帝豪L,9.99,10.9,5-10,长安,长安,锐程CC,9.79,11.2,5-10,0.2,0,1
易车,帝豪L,9.99,10.9,5-10,福特,福特,福睿斯,9.08,11.6,5-10,0.91,0,1
易车,星瑞,11.37,15.2,10-15,大众,大众,速腾,12.79,17.2,10-15,-1.42,0,1
易车,星瑞,11.37,15.2,10-15,丰田,丰田,卡罗拉,10.98,15.9,10-15,0.39,0,1
易车,星瑞,11.37,15.2,10-15,本田,本田,思域,11.99,16.9,10-15,-0.62,0,1
易车,星瑞,11.37,15.2,10-15,长安,长安,长安UNI-V,10.89,13.9,10-15,0.48,0,1
易车,星瑞,11.37,15.2,10-15,福特,福特,福克斯,10.88,15.3,10-15,0.49,0,1
易车,星瑞,11.37,15.2,10-15,比亚迪,比亚,秦PLUS新能源,11.18,17.5,10-15,0.19,0,1
易车,博瑞,13.18,14.3,10-15,本田,本田,思域,11.99,16.9,10-15,1.19,1,1
易车,博瑞,13.18,14.3,10-15,本田,本田,型格,12.99,16.6,10-15,0.19,0,1
易车,博瑞,13.18,14.3,10-15,别克,别克,英朗,11.99,12.5,10-15,1.19,1,1
易车,博瑞,13.18,14.3,10-15,比亚迪,比亚,驱逐舰05,11.98,15.5,10-15,1.2,1,1
易车,博瑞,13.18,14.3,10-15,别克,别克,威朗,12.99,15.8,10-15,0.19,0,1
易车,嘉际,11.98,14.2,10-15,东风风行,东风,风行游艇,12.19,15.4,10-15,-0.21,0,1
易车,嘉际,11.98,14.2,10-15,广汽传祺,广汽,传祺M6,10.98,15.9,10-15,1,0,1
易车,嘉际,11.98,14.2,10-15,别克,别克,别克GL6,14.99,16.9,10-15,-3.01,0,1
易车,嘉际,11.98,14.2,10-15,奔腾,奔腾,奔腾NAT,14.58,16.4,10-15,-2.6,0,1
易车,缤越PHEV,11.98,13.5,10-15,长安,长安,长安CS75PLUS,11.79,15.4,10-15,0.19,0,1
易车,缤越PHEV,11.98,13.5,10-15,现代,现代,现代ix35,12.98,15.5,10-15,-1,0,1
易车,缤越PHEV,11.98,13.5,10-15,东风风神,东风,皓极,12.69,13.9,10-15,-0.71,0,1
易车,缤越PHEV,11.98,13.5,10-15,哈弗,哈弗,哈弗酷狗,12.58,14.9,10-15,-0.6,0,1
易车,缤越PHEV,11.98,13.5,10-15,雪佛兰,雪佛,创酷,10.99,12.8,10-15,0.99,0,1
易车,缤越PHEV,11.98,13.5,10-15,大众,大众,探影,11.59,16,10-15,0.39,0,1
易车,帝豪GSe,10.99,15.9,10-15,丰田,丰田,卡罗拉锐放,12.98,16.9,10-15,-1.99,0,1
易车,帝豪GSe,10.99,15.9,10-15,哈弗,哈弗,哈弗大狗,11.99,16.7,10-15,-1,0,1
易车,帝豪GSe,10.99,15.9,10-15,长安,长安,长安CS75PLUS,11.79,15.4,10-15,-0.8,0,1
易车,帝豪GSe,10.99,15.9,10-15,本田,本田,本田XR-V,12.79,17.5,10-15,-1.8,0,1
易车,星越PHEV,15.58,19.6,15-20,比亚迪,比亚,宋PLUS新能源,15.28,21.6,15-20,0.3,0,1
易车,星越PHEV,15.58,19.6,15-20,大众,大众,途岳,15.86,22.3,15-20,-0.28,0,1
易车,星越PHEV,15.58,19.6,15-20,长安欧尚,长安,长安欧尚Z6 iDD,15.58,17.5,15-20,0,0,1
易车,星越PHEV,15.58,19.6,15-20,日产,日产,逍客,15.49,18.8,15-20,0.09,0,1
易车,星越PHEV,15.58,19.6,15-20,三菱,三菱,欧蓝德,15.98,22.5,15-20,-0.4,0,1
易车,帝豪L 雷神Hi·X,12.98,14.5,10-15,大众,大众,速腾,12.79,17.2,10-15,0.19,0,1
易车,帝豪L 雷神Hi·X,12.98,14.5,10-15,本田,本田,思域,11.99,16.9,10-15,0.99,0,1
易车,帝豪L 雷神Hi·X,12.98,14.5,10-15,本田,本田,型格,12.99,16.6,10-15,-0.01,0,1
易车,帝豪L 雷神Hi·X,12.98,14.5,10-15,别克,别克,英朗,11.99,12.5,10-15,0.99,0,1
易车,帝豪L 雷神Hi·X,12.98,14.5,10-15,比亚迪,比亚,驱逐舰05,11.98,15.5,10-15,1,0,1
易车,帝豪L 雷神Hi·X,12.98,14.5,10-15,别克,别克,威朗,12.99,15.8,10-15,-0.01,0,1
易车,帝豪EV,13.58,16.1,10-15,大众,大众,速腾,12.79,17.2,10-15,0.79,0,1
易车,帝豪EV,13.58,16.1,10-15,红旗,红旗,红旗H5,14.58,19,10-15,-1,0,1
易车,帝豪EV,13.58,16.1,10-15,大众,大众,凌渡,15.09,19,15-20,-1.51,0,0
易车,帝豪EV,13.58,16.1,10-15,本田,本田,型格,12.99,16.6,10-15,0.59,0,1
易车,帝豪EV,13.58,16.1,10-15,别克,别克,威朗,12.99,15.8,10-15,0.59,0,1
易车,嘉际PHEV,15.18,17.4,15-20,长安欧尚,长安,长安欧尚科尚,16.88,16.8,15-20,-1.7,0,1
易车,嘉际PHEV,15.18,17.4,15-20,大众,大众,途安L,15.28,19.5,15-20,-0.1,0,1
易车,嘉际PHEV,15.18,17.4,15-20,比亚迪,比亚,比亚迪D1,15.78,16.7,15-20,-0.6,0,1
易车,帝豪GL PHEV,16.88,16.8,15-20,别克,别克,微蓝VELITE 6 插电混动,16.16,18.8,15-20,0.72,0,1
易车,帝豪GL PHEV,16.88,16.8,15-20,比亚迪,比亚,比亚迪e3,15.48,15.4,15-20,1.4,1,1
易车,帝豪GL PHEV,16.88,16.8,15-20,威马汽车,威马,威马E.5,16.01,19,15-20,0.87,0,1
易车,帝豪GL PHEV,16.88,16.8,15-20,雪佛兰,雪佛,畅巡,17.03,18.7,15-20,-0.15,0,1
易车,帝豪GL PHEV,16.88,16.8,15-20,广汽集团,广汽,广汽丰田iA5,15.98,19.2,15-20,0.9,0,1
易车,博瑞PHEV,15.58,16.9,15-20,大众,大众,凌渡,15.09,19,15-20,0.49,0,1