detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,remark
杭州市西湖区转塘镇镇中路村口家园2期24幢2单元5层,2,杭州市,19,西湖区,274,转塘镇,6,80575522,5层,75115655,镇中路,98979446,村口家园,80575033,2期,80575478,24幢,80575504,2单元,80575522,5层,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,镇中路,,村口家园,2期,24幢,2单元,5层,,
杭州市西湖区转塘镇镇中路村口家园2期24幢2单元7层,2,杭州市,19,西湖区,274,转塘镇,6,80575532,7层,75115655,镇中路,98979446,村口家园,80575033,2期,80575478,24幢,80575504,2单元,80575532,7层,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,镇中路,,村口家园,2期,24幢,2单元,7层,,
杭州市西湖区转塘镇镇中路村口家园2期24幢2单元10层,2,杭州市,19,西湖区,274,转塘镇,6,80575546,10层,75115655,镇中路,98979446,村口家园,80575033,2期,80575478,24幢,80575504,2单元,80575546,10层,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,镇中路,,村口家园,2期,24幢,2单元,10层,,
杭州市西湖区转塘镇镇中路村口家园2期24幢2单元8层,2,杭州市,19,西湖区,274,转塘镇,6,80575537,8层,75115655,镇中路,98979446,村口家园,80575033,2期,80575478,24幢,80575504,2单元,80575537,8层,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,镇中路,,村口家园,2期,24幢,2单元,8层,,
杭州市西湖区翠苑街道古翠路翠苑新村三区71幢3单元西北侧,2,杭州市,19,西湖区,263,翠苑街道,6,108199454,西北侧,2204616,古翠路,108198815,翠苑新村,108198819,三区,108198873,71幢,108198874,3单元,108199454,西北侧,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑新村,古翠路,,,3区,71幢,3单元,,,西北侧
杭州市西湖区留下镇屏基山路山缘老人公寓15幢22,2,杭州市,19,西湖区,267,留下镇,6,39124987,2,63517927,屏基山路,39096612,山缘老人公寓,\N,\N,39096841,15幢,39124979,2,39124987,2,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,屏基山路,,山缘老人公寓,,15幢,2,2,,
杭州市西湖区留下镇屏基山路山缘老人公寓15幢25,2,杭州市,19,西湖区,267,留下镇,6,39125059,5,63517927,屏基山路,39096612,山缘老人公寓,\N,\N,39096841,15幢,39124979,2,39125059,5,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,屏基山路,,山缘老人公寓,,15幢,2,5,,
杭州市西湖区留下镇屏基山路山缘老人公寓15幢21,2,杭州市,19,西湖区,267,留下镇,6,39124980,1,63517927,屏基山路,39096612,山缘老人公寓,\N,\N,39096841,15幢,39124979,2,39124980,1,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,屏基山路,,山缘老人公寓,,15幢,2,1,,
杭州市西湖区留下镇屏基山路山缘老人公寓15幢23,2,杭州市,19,西湖区,267,留下镇,6,39124996,3,63517927,屏基山路,39096612,山缘老人公寓,\N,\N,39096841,15幢,39124979,2,39124996,3,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,屏基山路,,山缘老人公寓,,15幢,2,3,,
杭州市西湖区留下镇屏基山路山缘老人公寓15幢24,2,杭州市,19,西湖区,267,留下镇,6,39125026,4,63517927,屏基山路,39096612,山缘老人公寓,\N,\N,39096841,15幢,39124979,2,39125026,4,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,屏基山路,,山缘老人公寓,,15幢,2,4,,
杭州市西湖区留下镇屏基山路山缘老人公寓12幢13,2,杭州市,19,西湖区,267,留下镇,6,39124439,3,63517927,屏基山路,39096612,山缘老人公寓,\N,\N,39096804,12幢,39124407,1,39124439,3,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,屏基山路,,山缘老人公寓,,12幢,1,3,,
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路48号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802245,48号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802245,48号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,48号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路48号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802245,48号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,之江路,\N,\N,\N,\N,\N,\N,53802245,48号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄,,48号,,,,（未覆盖）
杭州市西湖区留下镇东岳社区东岳自然村东岳街15号,2,杭州市,19,西湖区,267,留下镇,4,125158949,15号,2308924,东岳社区,125158747,东岳自然村,125158763,东岳街,125158949,15号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,东岳社区,东岳街,,东岳自然村,,15号,,,,
杭州市西湖区留下镇东岳社区东岳自然村东岳街1-3号,2,杭州市,19,西湖区,267,留下镇,4,125158912,1-3号,2308924,东岳社区,125158747,东岳自然村,125158763,东岳街,125158912,1-3号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,东岳社区,东岳街,,东岳自然村,,1-3号,,,,
杭州市西湖区北山街道杭大路杭大新村26幢58号4楼,2,杭州市,19,西湖区,262,北山街道,6,107185899,4楼,2393887,杭大路,106937556,杭大新村,\N,\N,106989261,26幢,107185895,58号,107185899,4楼,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,杭大新村,杭大路,58号,,,26幢,,4楼,,
杭州市西湖区古荡街道益乐路古荡新村东区17幢4单元旁,2,杭州市,19,西湖区,264,古荡街道,7,111694943,旁,41452,益乐路,45372515,古荡新村,101008845,东区,101008846,17幢,101014076,4单元,\N,\N,111694943,旁,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡新村,益乐路,,,东区,17幢,4单元,,旁,
杭州市西湖区古荡街道益乐路古荡新村东区17幢4单元3层,2,杭州市,19,西湖区,264,古荡街道,6,101014089,3层,41452,益乐路,45372515,古荡新村,101008845,东区,101008846,17幢,101014076,4单元,101014089,3层,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡新村,益乐路,,,东区,17幢,4单元,3层,,
杭州市西湖区古荡街道益乐路古荡新村东区17幢4单元5层,2,杭州市,19,西湖区,264,古荡街道,6,101014081,5层,41452,益乐路,45372515,古荡新村,101008845,东区,101008846,17幢,101014076,4单元,101014081,5层,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡新村,益乐路,,,东区,17幢,4单元,5层,,
杭州市西湖区古荡街道益乐路古荡新村东区17幢4单元1层,2,杭州市,19,西湖区,264,古荡街道,6,101014097,1层,41452,益乐路,45372515,古荡新村,101008845,东区,101008846,17幢,101014076,4单元,101014097,1层,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡新村,益乐路,,,东区,17幢,4单元,1层,,
杭州市西湖区古荡街道益乐路古荡新村东区17幢4单元4层,2,杭州市,19,西湖区,264,古荡街道,6,101014085,4层,41452,益乐路,45372515,古荡新村,101008845,东区,101008846,17幢,101014076,4单元,101014085,4层,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡新村,益乐路,,,东区,17幢,4单元,4层,,
杭州市西湖区古荡街道古墩路415号新金都城市花园紫东苑8幢,2,杭州市,19,西湖区,264,古荡街道,4,13936021,新金都城市花园紫东苑8幢,40794,古墩路,\N,\N,13936020,415号,13936021,新金都城市花园紫东苑8幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,,古墩路,415号,新金都城市花园紫东苑,,8幢,,,,
杭州市西湖区古荡街道莲花街莲花新村西区5幢2单元7楼,2,杭州市,19,西湖区,264,古荡街道,6,105724993,7楼,2204937,莲花街,58150345,莲花新村,105724033,西区,105724088,5幢,105724089,2单元,105724993,7楼,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,莲花新村,莲花街,,,西区,5幢,2单元,7楼,,
杭州市西湖区古荡街道古荡社区（铁通高新）古荡西区30幢3单元4层,2,杭州市,19,西湖区,264,古荡街道,6,9812693,4层,9779624,古荡社区,9811809,（铁通高新）古荡西区,\N,\N,9812524,30幢,9812680,3单元,9812693,4层,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡社区,,,古荡西区,,30幢,3单元,4层,,（铁通高新）
杭州市西湖区古荡街道古荡社区（铁通高新）古荡西区30幢3单元1层,2,杭州市,19,西湖区,264,古荡街道,6,9812681,1层,9779624,古荡社区,9811809,（铁通高新）古荡西区,\N,\N,9812524,30幢,9812680,3单元,9812681,1层,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡社区,,,古荡西区,,30幢,3单元,1层,,（铁通高新）
杭州市西湖区古荡街道古荡社区（铁通高新）古荡西区30幢3单元6层,2,杭州市,19,西湖区,264,古荡街道,6,9812743,6层,9779624,古荡社区,9811809,（铁通高新）古荡西区,\N,\N,9812524,30幢,9812680,3单元,9812743,6层,\N,\N,20220601,2,浙江省,杭州市,西湖区,古荡街道,古荡社区,,,古荡西区,,30幢,3单元,6层,,（铁通高新）
杭州市西湖区西溪街道上马塍社区马塍路13号小区3幢4单元4楼,2,杭州市,19,西湖区,273,西溪街道,6,101084611,4楼,55568777,上马塍社区,101075744,马塍路13号小区,\N,\N,101076241,3幢,101076270,4单元,101084611,4楼,\N,\N,20220601,2,浙江省,杭州市,西湖区,西溪街道,上马塍社区,马塍路,,13号小区,,3幢,4单元,4楼,,
杭州市西湖区转塘镇创意路与灵凤街交叉口凤凰创意园A4号楼,2,杭州市,19,西湖区,274,转塘镇,4,123130636,A4号楼,39319824,创意路,123123579,与灵凤街交叉口,123130634,凤凰创意园,123130636,A4号楼,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,创意路与灵凤街,交叉口,凤凰创意园,,A4幢,,,,
杭州市西湖区转塘镇创意路与灵凤街交叉口凤凰创意园A5号楼,2,杭州市,19,西湖区,274,转塘镇,4,123197557,A5号楼,39319824,创意路,123123579,与灵凤街交叉口,123130634,凤凰创意园,123197557,A5号楼,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,创意路与灵凤街,交叉口,凤凰创意园,,A5幢,,,,
杭州市西湖区西溪街道莫干山路347号商住楼1单元1F,2,杭州市,19,西湖区,273,西溪街道,6,88076718,1F,41457,莫干山路,\N,\N,45188752,347号,83726650,商住楼,88076717,1单元,88076718,1F,\N,\N,20220601,2,浙江省,杭州市,西湖区,西溪街道,,莫干山路,347号,商住楼,,,1单元,1层,,
杭州市西湖区西湖街道杨公堤9号空军疗养院62幢4单元1楼,2,杭州市,19,西湖区,272,西湖街道,6,91123434,1楼,2205165,杨公堤,90592372,9号,91095454,空军疗养院,91095533,62幢,91095541,4单元,91123434,1楼,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,杨公堤,9号,空军疗养院,,62幢,4单元,1楼,,
杭州市西湖区北山街道曙光路34号铁路新村2幢,2,杭州市,19,西湖区,262,北山街道,4,47019432,2幢,40798,曙光路,47019430,34号,47019431,铁路新村,47019432,2幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,,曙光路,34号,铁路新村,,2幢,,,,
杭州市西湖区翠苑街道文三路九莲新村16幢52号2楼201室【聚集小区】,2,杭州市,19,西湖区,263,翠苑街道,7,106932357,201室【聚集小区】,678,文三路,679,九莲新村,\N,\N,101562148,16幢,101562149,52号,101562150,2楼,106932357,201室【聚集小区】,20220601,2,浙江省,杭州市,西湖区,翠苑街道,九莲新村,文三路,52号,,,16幢,,2楼,201室,【聚集小区】
杭州市西湖区翠苑街道文三路九莲新村16幢52号2楼203室【聚集小区】,2,杭州市,19,西湖区,263,翠苑街道,7,106932353,203室【聚集小区】,678,文三路,679,九莲新村,\N,\N,101562148,16幢,101562149,52号,101562150,2楼,106932353,203室【聚集小区】,20220601,2,浙江省,杭州市,西湖区,翠苑街道,九莲新村,文三路,52号,,,16幢,,2楼,203室,【聚集小区】
杭州市西湖区翠苑街道文三路九莲新村16幢52号2楼202室【聚集小区】,2,杭州市,19,西湖区,263,翠苑街道,7,106932355,202室【聚集小区】,678,文三路,679,九莲新村,\N,\N,101562148,16幢,101562149,52号,101562150,2楼,106932355,202室【聚集小区】,20220601,2,浙江省,杭州市,西湖区,翠苑街道,九莲新村,文三路,52号,,,16幢,,2楼,202室,【聚集小区】
杭州市西湖区翠苑街道文三路九莲新村16幢52号2楼202室,2,杭州市,19,西湖区,263,翠苑街道,7,101572162,202室,678,文三路,679,九莲新村,\N,\N,101562148,16幢,101562149,52号,101562150,2楼,101572162,202室,20220601,2,浙江省,杭州市,西湖区,翠苑街道,九莲新村,文三路,52号,,,16幢,,2楼,202室,
杭州市西湖区转塘镇之江路云栖蝶谷公寓2幢,2,杭州市,19,西湖区,274,转塘镇,4,53791022,2幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791022,2幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,2幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓3幢,2,杭州市,19,西湖区,274,转塘镇,4,53791036,3幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791036,3幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,3幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓1幢,2,杭州市,19,西湖区,274,转塘镇,4,53790964,1幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53790964,1幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,1幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓5幢,2,杭州市,19,西湖区,274,转塘镇,4,53791049,5幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791049,5幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,5幢,,,,
杭州市西湖区转塘镇之江路云栖蝶谷公寓4幢,2,杭州市,19,西湖区,274,转塘镇,4,53791152,4幢,1545,之江路,53790962,云栖蝶谷,53790963,公寓,53791152,4幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,云栖蝶谷公寓,,4幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D24幢,2,杭州市,19,西湖区,274,转塘镇,4,53777318,D24幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777318,D24幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D24幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C35幢,2,杭州市,19,西湖区,274,转塘镇,4,53777131,C35幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777131,C35幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C35幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C12幢,2,杭州市,19,西湖区,274,转塘镇,4,53776998,C12幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776998,C12幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C12幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B24幢,2,杭州市,19,西湖区,274,转塘镇,4,53776905,B24幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776905,B24幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B24幢,,,,
杭州市西湖区西湖街道满觉陇路三台山社区南325号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744365,325号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744365,325号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,325号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南116号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53745888,116号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53745888,116号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,116号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南334号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744340,334号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744340,334号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,334号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南296号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744571,296号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744571,296号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,296号,,,,（未覆盖）南
杭州市西湖区三墩镇丰潭路浙江省廉政教育基地4层,2,杭州市,19,西湖区,269,三墩镇,6,52872692,4层,41246,丰潭路,\N,\N,52399707,浙江省廉政教育基地,\N,\N,\N,\N,52872692,4层,\N,\N,20220601,2,浙江省,杭州市,西湖区,三墩镇,,丰潭路,,浙江省廉政教育基地,,,,4层,,
杭州市西湖区三墩镇丰潭路浙江省廉政教育基地5层,2,杭州市,19,西湖区,269,三墩镇,6,52872728,5层,41246,丰潭路,\N,\N,52399707,浙江省廉政教育基地,\N,\N,\N,\N,52872728,5层,\N,\N,20220601,2,浙江省,杭州市,西湖区,三墩镇,,丰潭路,,浙江省廉政教育基地,,,,5层,,
杭州市西湖区三墩镇丰潭路浙江省廉政教育基地3层,2,杭州市,19,西湖区,269,三墩镇,6,52872661,3层,41246,丰潭路,\N,\N,52399707,浙江省廉政教育基地,\N,\N,\N,\N,52872661,3层,\N,\N,20220601,2,浙江省,杭州市,西湖区,三墩镇,,丰潭路,,浙江省廉政教育基地,,,,3层,,
杭州市西湖区三墩镇丰潭路浙江省廉政教育基地2层,2,杭州市,19,西湖区,269,三墩镇,6,52872630,2层,41246,丰潭路,\N,\N,52399707,浙江省廉政教育基地,\N,\N,\N,\N,52872630,2层,\N,\N,20220601,2,浙江省,杭州市,西湖区,三墩镇,,丰潭路,,浙江省廉政教育基地,,,,2层,,
杭州市西湖区留下镇西溪路杭州万向职业技术学院3号楼4层426室,2,杭州市,19,西湖区,267,留下镇,4,4654104,3号楼4层426室,1370,西溪路,\N,\N,4649526,杭州万向职业技术学院,4654104,3号楼4层426室,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,,杭州万向职业技术学院,,3幢,,4层,426室,
杭州市西湖区留下镇西溪路杭州万向职业技术学院2号楼2层223室,2,杭州市,19,西湖区,267,留下镇,4,4653234,2号楼2层223室,1370,西溪路,\N,\N,4649526,杭州万向职业技术学院,4653234,2号楼2层223室,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,,杭州万向职业技术学院,,2幢,,2层,223室,
杭州市西湖区留下镇西溪路杭州万向职业技术学院6号楼6层621室,2,杭州市,19,西湖区,267,留下镇,4,4652928,6号楼6层621室,1370,西溪路,\N,\N,4649526,杭州万向职业技术学院,4652928,6号楼6层621室,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,,杭州万向职业技术学院,,6幢,,6层,621室,
杭州市西湖区留下镇西溪路杭州万向职业技术学院2号楼5层502室,2,杭州市,19,西湖区,267,留下镇,4,4653451,2号楼5层502室,1370,西溪路,\N,\N,4649526,杭州万向职业技术学院,4653451,2号楼5层502室,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,,杭州万向职业技术学院,,2幢,,5层,502室,
杭州市西湖区文新街道金乐社区（铁通高新）石马社区康乐新村13栋(号),2,杭州市,19,西湖区,271,文新街道,4,45680568,13栋(号),5543524,金乐社区,45680534,（铁通高新）石马社区,45680535,康乐新村,45680568,13栋(号),\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,文新街道,金乐社区石马社区,,,康乐新村,,13幢,,,,（铁通高新）（号）
杭州市西湖区文新街道金乐社区（铁通高新）石马社区康乐新村14栋(号),2,杭州市,19,西湖区,271,文新街道,4,45680541,14栋(号),5543524,金乐社区,45680534,（铁通高新）石马社区,45680535,康乐新村,45680541,14栋(号),\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,文新街道,金乐社区石马社区,,,康乐新村,,14幢,,,,（铁通高新）（号）
杭州市西湖区三墩镇紫金港北路宝嘉誉府6号楼B楼9楼906室,2,杭州市,19,西湖区,269,三墩镇,7,100398435,906室,100392431,紫金港北路,100392507,宝嘉誉府,\N,\N,100392597,6号楼,100392605,B楼,100392608,9楼,100398435,906室,20220601,2,浙江省,杭州市,西湖区,三墩镇,,紫金港北路,,宝嘉誉府,,6幢B幢,,9楼,906室,
杭州市西湖区三墩镇紫金港北路宝嘉誉府6号楼B楼9楼903室,2,杭州市,19,西湖区,269,三墩镇,7,100398432,903室,100392431,紫金港北路,100392507,宝嘉誉府,\N,\N,100392597,6号楼,100392605,B楼,100392608,9楼,100398432,903室,20220601,2,浙江省,杭州市,西湖区,三墩镇,,紫金港北路,,宝嘉誉府,,6幢B幢,,9楼,903室,
杭州市西湖区三墩镇紫金港北路宝嘉誉府6号楼B楼9楼902室,2,杭州市,19,西湖区,269,三墩镇,7,100398431,902室,100392431,紫金港北路,100392507,宝嘉誉府,\N,\N,100392597,6号楼,100392605,B楼,100392608,9楼,100398431,902室,20220601,2,浙江省,杭州市,西湖区,三墩镇,,紫金港北路,,宝嘉誉府,,6幢B幢,,9楼,902室,
杭州市西湖区西湖街道灵隐路灵溪隧道北口墙壁上,2,杭州市,19,西湖区,272,西湖街道,6,54063201,北口墙壁上,2205151,灵隐路,\N,\N,54063197,灵溪隧道,\N,\N,\N,\N,54063201,北口墙壁上,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,灵隐路,,灵溪隧道北口墙壁上,,,,,,
杭州市西湖区西湖街道灵隐路灵溪隧道中间配电房,2,杭州市,19,西湖区,272,西湖街道,6,54063200,中间配电房,2205151,灵隐路,\N,\N,54063197,灵溪隧道,\N,\N,\N,\N,54063200,中间配电房,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,灵隐路,,灵溪隧道中间配电房,,,,,,
杭州市西湖区西湖街道灵隐路灵溪隧道中南部墙壁上,2,杭州市,19,西湖区,272,西湖街道,6,54063199,中南部墙壁上,2205151,灵隐路,\N,\N,54063197,灵溪隧道,\N,\N,\N,\N,54063199,中南部墙壁上,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,灵隐路,,灵溪隧道中南部墙壁上,,,,,,
杭州市西湖区双浦镇科海路雄博机动车驾驶员培训旁边,2,杭州市,19,西湖区,270,双浦镇,7,53400925,旁边,52833682,科海路,\N,\N,53400924,雄博机动车驾驶员培训,\N,\N,\N,\N,\N,\N,53400925,旁边,20220601,2,浙江省,杭州市,西湖区,双浦镇,,科海路,,雄博机动车驾驶员培训,,,,,旁边,
杭州市西湖区转塘镇里街1号大楼1单元,2,杭州市,19,西湖区,274,转塘镇,5,45082360,1单元,45082337,里街,\N,\N,45082359,1号大楼,\N,\N,45082360,1单元,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,里街,,1号大楼,,,1单元,,,
杭州市西湖区西溪街道教工路78号立元电子城北楼东外墙,2,杭州市,19,西湖区,273,西溪街道,6,42140821,城北楼东外墙,2204651,教工路,42140817,78号,42140818,立元电子,\N,\N,\N,\N,42140821,城北楼东外墙,\N,\N,20220601,2,浙江省,杭州市,西湖区,西溪街道,,教工路,78号,立元电子城北楼东外墙,,,,,,
杭州市西湖区西溪街道教工路78号立元电子城北楼西外墙,2,杭州市,19,西湖区,273,西溪街道,6,42140822,城北楼西外墙,2204651,教工路,42140817,78号,42140818,立元电子,\N,\N,\N,\N,42140822,城北楼西外墙,\N,\N,20220601,2,浙江省,杭州市,西湖区,西溪街道,,教工路,78号,立元电子城北楼西外墙,,,,,,
杭州市西湖区蒋村街道西溪社区社区委员会办公大楼,2,杭州市,19,西湖区,5126,蒋村街道,4,44403760,办公大楼,44403744,西溪社区,\N,\N,44403759,社区委员会,44403760,办公大楼,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,蒋村街道,西溪社区,,,社区委员会办公大楼,,,,,,
杭州市西湖区翠苑街道文一路工商大学（教工路）国际教育,2,杭州市,19,西湖区,263,翠苑街道,4,265477,国际教育,4862,文一路,\N,\N,4861,工商大学（教工路）,265477,国际教育,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,,文一路,,工商大学国际教育,,,,,,（教工路）
