detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,remark
杭州市西湖区转塘镇杭新路九溪玫瑰园东D21幢,2,杭州市,19,西湖区,274,转塘镇,4,53777312,D21幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777312,D21幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D21幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B19幢,2,杭州市,19,西湖区,274,转塘镇,4,53776875,B19幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776875,B19幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B19幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D6幢,2,杭州市,19,西湖区,274,转塘镇,4,53777365,D6幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777365,D6幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D6幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D20幢,2,杭州市,19,西湖区,274,转塘镇,4,53777310,D20幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777310,D20幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D20幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B14幢,2,杭州市,19,西湖区,274,转塘镇,4,53776851,B14幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776851,B14幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B14幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C8幢,2,杭州市,19,西湖区,274,转塘镇,4,53777266,C8幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777266,C8幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C8幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C27幢,2,杭州市,19,西湖区,274,转塘镇,4,53777095,C27幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777095,C27幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C27幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C31幢,2,杭州市,19,西湖区,274,转塘镇,4,53777115,C31幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777115,C31幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C31幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C55幢,2,杭州市,19,西湖区,274,转塘镇,4,53777245,C55幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777245,C55幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C55幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B4幢,2,杭州市,19,西湖区,274,转塘镇,4,53776842,B4幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776842,B4幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B4幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A11幢,2,杭州市,19,西湖区,274,转塘镇,4,53776767,A11幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776767,A11幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A11幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A7幢,2,杭州市,19,西湖区,274,转塘镇,4,53776830,A7幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776830,A7幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A7幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D15幢,2,杭州市,19,西湖区,274,转塘镇,4,53777295,D15幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777295,D15幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D15幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A6幢,2,杭州市,19,西湖区,274,转塘镇,4,53776827,A6幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776827,A6幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A6幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B2幢,2,杭州市,19,西湖区,274,转塘镇,4,53776938,B2幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776938,B2幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B2幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C34幢,2,杭州市,19,西湖区,274,转塘镇,4,53777127,C34幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777127,C34幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C34幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D16幢,2,杭州市,19,西湖区,274,转塘镇,4,53777298,D16幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777298,D16幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D16幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C48幢,2,杭州市,19,西湖区,274,转塘镇,4,53777212,C48幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777212,C48幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C48幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B23幢,2,杭州市,19,西湖区,274,转塘镇,4,53776902,B23幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776902,B23幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B23幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D1幢,2,杭州市,19,西湖区,274,转塘镇,4,53777308,D1幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777308,D1幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D1幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东D19幢,2,杭州市,19,西湖区,274,转塘镇,4,53777306,D19幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777306,D19幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,D19幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C4幢,2,杭州市,19,西湖区,274,转塘镇,4,53777221,C4幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777221,C4幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C4幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C30幢,2,杭州市,19,西湖区,274,转塘镇,4,53777111,C30幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777111,C30幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C30幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C18幢,2,杭州市,19,西湖区,274,转塘镇,4,53777050,C18幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777050,C18幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C18幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东A18幢,2,杭州市,19,西湖区,274,转塘镇,4,53776788,A18幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776788,A18幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,A18幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B22幢,2,杭州市,19,西湖区,274,转塘镇,4,53776898,B22幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776898,B22幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B22幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东C33幢,2,杭州市,19,西湖区,274,转塘镇,4,53777123,C33幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53777123,C33幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,C33幢,,,,
杭州市西湖区转塘镇杭新路九溪玫瑰园东B8幢,2,杭州市,19,西湖区,274,转塘镇,4,53776990,B8幢,137734,杭新路,53776108,九溪玫瑰园,53776743,东,53776990,B8幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,杭新路,,九溪玫瑰园东,,B8幢,,,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学化学工程与材料学院4F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311501,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311486,化学工程与材料学院,\N,\N,66311500,4F,66311501,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学化学工程与材料学院,,,,4层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学生物楼2F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311514,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311508,生物楼,\N,\N,66311513,2F,66311514,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学生物楼,,,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼51F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311726,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311724,教学楼5,\N,\N,66311725,1F,66311726,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,5,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园9幢1层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548782,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548780,尚德园9幢,\N,\N,84548781,1层,84548782,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,9幢,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学学生公寓5幢8层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548501,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548485,学生公寓5幢,\N,\N,84548500,8层,84548501,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学学生公寓,,5幢,,8层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学化学工程与材料学院4F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311501,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311486,化学工程与材料学院,\N,\N,66311500,4F,66311501,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学化学工程与材料学院,,,,4层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学生物楼2F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311514,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311508,生物楼,\N,\N,66311513,2F,66311514,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学生物楼,,,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学生物楼5F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311527,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311508,生物楼,\N,\N,66311526,5F,66311527,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学生物楼,,,,5层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼410F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311713,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311692,教学楼4,\N,\N,66311712,10F,66311713,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,4,,10层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼51F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311726,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311724,教学楼5,\N,\N,66311725,1F,66311726,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,5,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼62F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311760,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311735,教学楼6,\N,\N,66311738,2F,66311760,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,6,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学实验楼1F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311843,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311841,实验楼,\N,\N,66311842,1F,66311843,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学实验楼,,,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学工会委员会2F未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,66311856,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311850,工会委员会,\N,\N,66311855,2F,66311856,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学工会委员会,,,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学幼儿园1层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548371,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548369,幼儿园,\N,\N,84548370,1层,84548371,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学幼儿园,,,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学工程设计集团有限公司1层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548384,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548382,工程设计集团有限公司,\N,\N,84548383,1层,84548384,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学工程设计集团有限公司,,,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学学生公寓6幢7层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548522,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548508,学生公寓6幢,\N,\N,84548521,7层,84548522,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学学生公寓,,6幢,,7层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学学生公寓7幢2层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548535,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548531,学生公寓7幢,\N,\N,84548534,2层,84548535,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学学生公寓,,7幢,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学第三方独立药学检测实验室主楼10层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548583,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548563,第三方独立药学检测实验室主楼,\N,\N,84548582,10层,84548583,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学三方独立药学检测实验室主楼,,,,10层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学第三方独立药学检测实验室辅楼2层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548596,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548592,第三方独立药学检测实验室辅楼,\N,\N,84548595,2层,84548596,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学三方独立药学检测实验室辅楼,,,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学图书馆7层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548665,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311868,图书馆,\N,\N,84548664,7层,84548665,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学图书馆,,,,7层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学留学生楼6层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548678,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548666,留学生楼,\N,\N,84548677,6层,84548678,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学留学生楼,,,,6层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园7幢1层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548760,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548758,尚德园7幢,\N,\N,84548759,1层,84548760,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,7幢,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园9幢1层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548782,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548780,尚德园9幢,\N,\N,84548781,1层,84548782,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,9幢,,1层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园10幢2层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548795,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548791,尚德园10幢,\N,\N,84548794,2层,84548795,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,10幢,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学MBA教育中心3层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548877,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548871,MBA教育中心,\N,\N,84548876,3层,84548877,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学MBA教育中心,,,,3层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学化学工程学院6层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548890,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548878,化学工程学院,\N,\N,84548889,6层,84548890,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学化学工程学院,,,,6层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学生物楼4层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548981,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311508,生物楼,\N,\N,84548980,4层,84548981,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学生物楼,,,,4层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学国际科技合作基地4层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84548994,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548986,国际科技合作基地,\N,\N,84548993,4层,84548994,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学国际科技合作基地,,,,4层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学逸夫科学馆2层未覆盖,2,杭州市,18,拱墅区,276,朝晖街道,7,84549039,未覆盖,37927,潮王路,8280572,18号,66311463,浙江工业大学,84549035,逸夫科学馆,\N,\N,84549038,2层,84549039,未覆盖,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学逸夫科学馆,,,,2层,,未覆盖
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼81F,2,杭州市,18,拱墅区,276,朝晖街道,6,66311793,1F,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311792,教学楼8,\N,\N,66311793,1F,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,8,,1层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼84F,2,杭州市,18,拱墅区,276,朝晖街道,6,66311805,4F,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311792,教学楼8,\N,\N,66311805,4F,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,8,,4层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼83F,2,杭州市,18,拱墅区,276,朝晖街道,6,66311801,3F,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311792,教学楼8,\N,\N,66311801,3F,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,8,,3层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼82F,2,杭州市,18,拱墅区,276,朝晖街道,6,66311797,2F,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311792,教学楼8,\N,\N,66311797,2F,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,8,,2层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学教学楼85F,2,杭州市,18,拱墅区,276,朝晖街道,6,66311809,5F,37927,潮王路,8280572,18号,66311463,浙江工业大学,66311792,教学楼8,\N,\N,66311809,5F,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学教学楼,,8,,5层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园2幢1层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548704,1层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548703,尚德园2幢,\N,\N,84548704,1层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,2幢,,1层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园2幢2层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548706,2层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548703,尚德园2幢,\N,\N,84548706,2层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,2幢,,2层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园2幢4层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548710,4层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548703,尚德园2幢,\N,\N,84548710,4层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,2幢,,4层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园2幢5层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548712,5层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548703,尚德园2幢,\N,\N,84548712,5层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,2幢,,5层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园2幢3层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548708,3层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548703,尚德园2幢,\N,\N,84548708,3层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,2幢,,3层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园3幢1层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548715,1层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548714,尚德园3幢,\N,\N,84548715,1层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,3幢,,1层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园3幢4层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548721,4层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548714,尚德园3幢,\N,\N,84548721,4层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,3幢,,4层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园3幢2层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548717,2层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548714,尚德园3幢,\N,\N,84548717,2层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,3幢,,2层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园3幢5层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548723,5层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548714,尚德园3幢,\N,\N,84548723,5层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,3幢,,5层,,
杭州市拱墅区朝晖街道潮王路18号浙江工业大学尚德园3幢3层,2,杭州市,18,拱墅区,276,朝晖街道,6,84548719,3层,37927,潮王路,8280572,18号,66311463,浙江工业大学,84548714,尚德园3幢,\N,\N,84548719,3层,\N,\N,20220601,2,浙江省,杭州市,拱墅区,朝晖街道,,潮王路,18号,浙江工业大学尚德园,,3幢,,3层,,
