,detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city
1289010,杭州市西湖区古荡街道益乐社区益乐南村小区一区52# --- 54#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452850,一区52# --- 54#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452850,一区52# --- 54#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289013,杭州市西湖区古荡街道益乐社区益乐南村小区二区49# --- 51#,2,杭州市,19,西湖区,264,古荡街道,4,5387695,二区49# --- 51#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387695,二区49# --- 51#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289014,杭州市西湖区古荡街道益乐社区益乐南村小区二区26# --- 28#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452791,二区26# --- 28#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452791,二区26# --- 28#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289016,杭州市西湖区古荡街道益乐社区益乐南村小区二区40# --- 43#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452798,二区40# --- 43#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452798,二区40# --- 43#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289017,杭州市西湖区古荡街道益乐社区益乐南村小区二区29# --- 32#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452793,二区29# --- 32#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452793,二区29# --- 32#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289018,杭州市西湖区古荡街道益乐社区益乐南村小区一区48# --- 51#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452848,一区48# --- 51#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452848,一区48# --- 51#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289021,杭州市西湖区古荡街道益乐社区益乐南村小区二区5# --- 7#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452805,二区5# --- 7#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452805,二区5# --- 7#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289022,杭州市西湖区古荡街道益乐社区益乐南村小区二区33# --- 35#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452796,二区33# --- 35#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452796,二区33# --- 35#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289024,杭州市西湖区古荡街道益乐社区益乐南村小区一区27# --- 30#,2,杭州市,19,西湖区,264,古荡街道,4,5387736,一区27# --- 30#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387736,一区27# --- 30#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289025,杭州市西湖区古荡街道益乐社区益乐南村小区一区7# --- 12#,2,杭州市,19,西湖区,264,古荡街道,4,5387732,一区7# --- 12#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387732,一区7# --- 12#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289026,杭州市西湖区古荡街道益乐社区益乐南村小区一区45# --- 47#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452846,一区45# --- 47#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452846,一区45# --- 47#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289028,杭州市西湖区古荡街道益乐社区益乐南村小区一区20# --- 23#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452836,一区20# --- 23#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452836,一区20# --- 23#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289029,杭州市西湖区古荡街道益乐社区益乐南村小区一区41# --- 44#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452845,一区41# --- 44#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452845,一区41# --- 44#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289030,杭州市西湖区古荡街道益乐社区益乐南村小区二区40# --- 43#,2,杭州市,19,西湖区,264,古荡街道,4,5387706,二区40# --- 43#,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387706,二区40# --- 43#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1289033,杭州市西湖区古荡街道益乐社区益乐南村小区二区52# --- 56#商铺,2,杭州市,19,西湖区,264,古荡街道,4,21452807,二区52# --- 56#商铺,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452807,二区52# --- 56#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1368648,杭州市西湖区留下镇小和山社区小和山新苑新苑一区33# --- 44#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423602,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445775,新苑一区,21442593,33# --- 44#商铺,\N,\N,\N,\N,25423602,（CTT-高新）,20220601.0,2.0
1368649,杭州市西湖区留下镇小和山社区小和山新苑新苑五区37# --- 40#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423646,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442609,37# --- 40#商铺,\N,\N,\N,\N,25423646,（CTT-高新）,20220601.0,2.0
1374891,杭州市西湖区古荡街道益乐社区益乐南村小区一区17# --- 19#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422660,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387713,一区17# --- 19#,\N,\N,\N,\N,44422660,（正）,20220601.0,2.0
1375461,杭州市西湖区留下镇小和山社区小和山新苑新苑四区31# --- 44#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380589,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5445903,31# --- 44#,\N,\N,\N,\N,25380589,(CTT-高新),20220601.0,2.0
1375462,杭州市西湖区留下镇小和山社区小和山新苑新苑五区37# --- 40#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380639,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,5445914,37# --- 40#,\N,\N,\N,\N,25380639,(CTT-高新),20220601.0,2.0
1375463,杭州市西湖区留下镇小和山社区小和山新苑新苑四区9# --- 20#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378324,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446140,9# --- 20#,\N,\N,\N,\N,25378324,(CTT-高新),20220601.0,2.0
1379898,杭州市西湖区古荡街道益乐社区益乐南村小区一区20# --- 23#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424915,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452836,一区20# --- 23#商铺,\N,\N,\N,\N,44424915,（正）,20220601.0,2.0
1379931,杭州市西湖区留下镇小和山社区小和山新苑新苑三区7# --- 18#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423609,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442617,7# --- 18#商铺,\N,\N,\N,\N,25423609,（CTT-高新）,20220601.0,2.0
1379932,杭州市西湖区留下镇小和山社区小和山新苑新苑四区83# --- 98#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423643,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442606,83# --- 98#商铺,\N,\N,\N,\N,25423643,（CTT-高新）,20220601.0,2.0
1379933,杭州市西湖区留下镇小和山社区小和山新苑新苑五区33# --- 36#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423596,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442590,33# --- 36#商铺,\N,\N,\N,\N,25423596,（CTT-高新）,20220601.0,2.0
1390523,杭州市西湖区留下镇小和山社区小和山新苑新苑四区57# --- 70#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423566,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442596,57# --- 70#商铺,\N,\N,\N,\N,25423566,（CTT-高新）,20220601.0,2.0
1397177,杭州市西湖区古荡街道益乐社区益乐南村小区一区31# --- 33#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422673,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387738,一区31# --- 33#,\N,\N,\N,\N,44422673,（正）,20220601.0,2.0
1397178,杭州市西湖区古荡街道益乐社区益乐南村小区一区52# --- 54#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422686,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387749,一区52# --- 54#,\N,\N,\N,\N,44422686,（正）,20220601.0,2.0
1397467,杭州市西湖区留下镇小和山社区小和山新苑新苑四区83# --- 98#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378326,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446176,83# --- 98#,\N,\N,\N,\N,25378326,(CTT-高新),20220601.0,2.0
1397468,杭州市西湖区留下镇小和山社区小和山新苑新苑四区57# --- 70#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378190,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446264,57# --- 70#,\N,\N,\N,\N,25378190,(CTT-高新),20220601.0,2.0
1474573,杭州市西湖区古荡街道益乐社区益乐南村小区一区7# --- 12#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422667,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387732,一区7# --- 12#,\N,\N,\N,\N,44422667,（正）,20220601.0,2.0
1474574,杭州市西湖区古荡街道益乐社区益乐南村小区一区41# --- 44#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422680,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387743,一区41# --- 44#,\N,\N,\N,\N,44422680,（正）,20220601.0,2.0
1475134,杭州市西湖区留下镇小和山社区小和山新苑新苑一区23# --- 32#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25380640,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445775,新苑一区,5445944,23# --- 32#,\N,\N,\N,\N,25380640,(CTT-高新),20220601.0,2.0
1475135,杭州市西湖区留下镇小和山社区小和山新苑新苑五区33# --- 36#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378329,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,5446219,33# --- 36#,\N,\N,\N,\N,25378329,(CTT-高新),20220601.0,2.0
1482478,杭州市西湖区古荡街道益乐社区益乐南村小区一区38# --- 40#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424946,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452843,一区38# --- 40#商铺,\N,\N,\N,\N,44424946,（正）,20220601.0,2.0
1482507,杭州市西湖区留下镇小和山社区小和山新苑新苑六区1# --- 8#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423650,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442613,1# --- 8#商铺,\N,\N,\N,\N,25423650,（CTT-高新）,20220601.0,2.0
1482508,杭州市西湖区留下镇小和山社区小和山新苑新苑三区29# --- 38#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423639,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442602,29# --- 38#商铺,\N,\N,\N,\N,25423639,（CTT-高新）,20220601.0,2.0
1484223,杭州市西湖区留下镇小和山社区小和山新苑新苑一区1# --- 10#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378330,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445775,新苑一区,5446226,1# --- 10#,\N,\N,\N,\N,25378330,(CTT-高新),20220601.0,2.0
1540003,杭州市西湖区留下镇小和山社区小和山新苑新苑五区11# --- 16#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423567,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442597,11# --- 16#商铺,\N,\N,\N,\N,25423567,（CTT-高新）,20220601.0,2.0
1544976,杭州市西湖区留下镇小和山社区小和山新苑新苑二区1# --- 6#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378333,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445705,新苑二区,5445792,1# --- 6#,\N,\N,\N,\N,25378333,(CTT-高新),20220601.0,2.0
1544977,杭州市西湖区留下镇小和山社区小和山新苑新苑四区1# --- 8#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378323,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446111,1# --- 8#,\N,\N,\N,\N,25378323,(CTT-高新),20220601.0,2.0
1643386,杭州市西湖区留下镇小和山社区小和山新苑新苑一区1# --- 10#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423598,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445775,新苑一区,21442591,1# --- 10#商铺,\N,\N,\N,\N,25423598,（CTT-高新）,20220601.0,2.0
1643387,杭州市西湖区留下镇小和山社区小和山新苑新苑六区37# --- 44#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423644,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442607,37# --- 44#商铺,\N,\N,\N,\N,25423644,（CTT-高新）,20220601.0,2.0
1643388,杭州市西湖区留下镇小和山社区小和山新苑新苑五区45# --- 48#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423612,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442618,45# --- 48#商铺,\N,\N,\N,\N,25423612,（CTT-高新）,20220601.0,2.0
1643458,杭州市西湖区古荡街道益乐社区益乐南村小区一区24# --- 26#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424917,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452837,一区24# --- 26#商铺,\N,\N,\N,\N,44424917,（正）,20220601.0,2.0
1643459,杭州市西湖区古荡街道益乐社区益乐南村小区一区48# --- 51#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424952,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452848,一区48# --- 51#商铺,\N,\N,\N,\N,44424952,（正）,20220601.0,2.0
1654980,杭州市西湖区留下镇小和山社区小和山新苑新苑五区41# --- 44#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423600,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442592,41# --- 44#商铺,\N,\N,\N,\N,25423600,（CTT-高新）,20220601.0,2.0
1654981,杭州市西湖区留下镇小和山社区小和山新苑新苑五区25# --- 28#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423645,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442608,25# --- 28#商铺,\N,\N,\N,\N,25423645,（CTT-高新）,20220601.0,2.0
1654982,杭州市西湖区留下镇小和山社区小和山新苑新苑六区9# --- 18#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423614,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442619,9# --- 18#商铺,\N,\N,\N,\N,25423614,（CTT-高新）,20220601.0,2.0
1655021,杭州市西湖区古荡街道益乐社区益乐南村小区一区27# --- 30#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424919,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452838,一区27# --- 30#商铺,\N,\N,\N,\N,44424919,（正）,20220601.0,2.0
1659355,杭州市西湖区古荡街道益乐社区益乐南村小区一区24# --- 26#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422669,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387734,一区24# --- 26#,\N,\N,\N,\N,44422669,（正）,20220601.0,2.0
1659356,杭州市西湖区古荡街道益乐社区益乐南村小区一区45# --- 47#（正）,2,杭州市,19,西湖区,264,古荡街道,7,44422682,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,5387745,一区45# --- 47#,\N,\N,\N,\N,44422682,（正）,20220601.0,2.0
1771393,杭州市西湖区留下镇小和山社区小和山新苑新苑四区45# --- 56#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423590,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442595,45# --- 56#商铺,\N,\N,\N,\N,25423590,（CTT-高新）,20220601.0,2.0
1774122,杭州市西湖区留下镇小和山社区小和山新苑新苑四区9# --- 20#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423641,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,21442604,9# --- 20#商铺,\N,\N,\N,\N,25423641,（CTT-高新）,20220601.0,2.0
1774123,杭州市西湖区留下镇小和山社区小和山新苑新苑二区15# --- 24#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423606,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445705,新苑二区,21442615,15# --- 24#商铺,\N,\N,\N,\N,25423606,（CTT-高新）,20220601.0,2.0
1774159,杭州市西湖区古荡街道益乐社区益乐南村小区一区41# --- 44#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424948,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452845,一区41# --- 44#商铺,\N,\N,\N,\N,44424948,（正）,20220601.0,2.0
1919767,杭州市西湖区留下镇小和山社区小和山新苑新苑五区17# --- 20#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423569,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445674,新苑五区,21442598,17# --- 20#商铺,\N,\N,\N,\N,25423569,（CTT-高新）,20220601.0,2.0
1919768,杭州市西湖区留下镇小和山社区小和山新苑新苑六区19# --- 28#商铺（CTT-高新）,2,杭州市,19,西湖区,267,留下镇,7,25423594,（CTT-高新）,2308970,小和山社区,5445672,小和山新苑,5445736,新苑六区,21442620,19# --- 28#商铺,\N,\N,\N,\N,25423594,（CTT-高新）,20220601.0,2.0
1919800,杭州市西湖区古荡街道益乐社区益乐南村小区一区52# --- 54#商铺（正）,2,杭州市,19,西湖区,264,古荡街道,7,44424954,（正）,88243,益乐社区,5387692,益乐南村小区,\N,\N,21452850,一区52# --- 54#商铺,\N,\N,\N,\N,44424954,（正）,20220601.0,2.0
1925021,杭州市西湖区留下镇小和山社区小和山新苑新苑三区1# --- 6#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378306,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5446068,1# --- 6#,\N,\N,\N,\N,25378306,(CTT-高新),20220601.0,2.0
1925022,杭州市西湖区留下镇小和山社区小和山新苑新苑四区45# --- 56#(CTT-高新),2,杭州市,19,西湖区,267,留下镇,7,25378186,(CTT-高新),2308970,小和山社区,5445672,小和山新苑,5445902,新苑四区,5446255,45# --- 56#,\N,\N,\N,\N,25378186,(CTT-高新),20220601.0,2.0
1946152,杭州市西湖区古荡街道益乐社区一区34# --- 37#,2,杭州市,19,西湖区,264,古荡街道,4,2550701,一区34# --- 37#,88243,益乐社区,\N,\N,\N,\N,2550701,一区34# --- 37#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
1952378,杭州市西湖区古荡街道益乐社区二区40# --- 43#,2,杭州市,19,西湖区,264,古荡街道,4,2550650,二区40# --- 43#,88243,益乐社区,\N,\N,\N,\N,2550650,二区40# --- 43#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2051152,杭州市西湖区古荡街道益乐社区一区31# --- 33#,2,杭州市,19,西湖区,264,古荡街道,4,2550699,一区31# --- 33#,88243,益乐社区,\N,\N,\N,\N,2550699,一区31# --- 33#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2051889,杭州市西湖区古荡街道益乐社区二区52# --- 56#,2,杭州市,19,西湖区,264,古荡街道,4,2550608,二区52# --- 56#,88243,益乐社区,\N,\N,\N,\N,2550608,二区52# --- 56#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2053214,杭州市西湖区古荡街道益乐社区一区52# --- 54#,2,杭州市,19,西湖区,264,古荡街道,4,2550708,一区52# --- 54#,88243,益乐社区,\N,\N,\N,\N,2550708,一区52# --- 54#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106845,杭州市西湖区留下镇小和山社区小和山新苑新苑三区7# --- 18#,2,杭州市,19,西湖区,267,留下镇,4,5445862,7# --- 18#,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5445862,7# --- 18#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106846,杭州市西湖区留下镇小和山社区小和山新苑新苑三区29# --- 38#,2,杭州市,19,西湖区,267,留下镇,4,5446104,29# --- 38#,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5446104,29# --- 38#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106849,杭州市西湖区留下镇小和山社区小和山新苑新苑三区7# --- 18#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442617,7# --- 18#商铺,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442617,7# --- 18#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106850,杭州市西湖区留下镇小和山社区小和山新苑新苑三区19# --- 28#,2,杭州市,19,西湖区,267,留下镇,4,5446098,19# --- 28#,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5446098,19# --- 28#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106851,杭州市西湖区留下镇小和山社区小和山新苑新苑三区39# --- 46#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442621,39# --- 46#商铺,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442621,39# --- 46#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106852,杭州市西湖区留下镇小和山社区小和山新苑新苑三区1# --- 6#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442600,1# --- 6#商铺,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442600,1# --- 6#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106853,杭州市西湖区留下镇小和山社区小和山新苑新苑三区29# --- 38#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442602,29# --- 38#商铺,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442602,29# --- 38#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106854,杭州市西湖区留下镇小和山社区小和山新苑新苑三区19# --- 28#商铺,2,杭州市,19,西湖区,267,留下镇,4,21442601,19# --- 28#商铺,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,21442601,19# --- 28#商铺,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106855,杭州市西湖区留下镇小和山社区小和山新苑新苑三区39# --- 46#,2,杭州市,19,西湖区,267,留下镇,4,5445872,39# --- 46#,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5445872,39# --- 46#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2106856,杭州市西湖区留下镇小和山社区小和山新苑新苑三区1# --- 6#,2,杭州市,19,西湖区,267,留下镇,4,5446068,1# --- 6#,2308970,小和山社区,5445672,小和山新苑,5445859,新苑三区,5446068,1# --- 6#,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2111058,杭州市西湖区古荡街道丰潭路益乐南村一区20号 --- 23号,2,杭州市,19,西湖区,264,古荡街道,4,60840696,20号 --- 23号,2205000,丰潭路,20213156,益乐南村,60840719,一区,60840696,20号 --- 23号,\N,\N,\N,\N,\N,\N,20220601.0,2.0
2111063,杭州市西湖区古荡街道丰潭路益乐南村一区27号 --- 30号,2,杭州市,19,西湖区,264,古荡街道,4,60841027,27号 --- 30号,2205000,丰潭路,20213156,益乐南村,60840719,一区,60841027,27号 --- 30号,\N,\N,\N,\N,\N,\N,20220601.0,2.0
